timestamp,pump_power_w,led_power_w,cooler_power_w,water_ph,water_ec,ambient_temp,water_temp,humidity,maceration_chlorophyll,leaf_area_cm2,health_index
2024-01-01 00:00:00,0.38304093567251485,0.010871405050240812,0.5098848069738482,0.5576923076923066,0.5346210995542346,0.4731404958677672,0.4453125,0.6090425531914896,0.0,0.010890147732084743,0.0
2024-01-01 01:00:00,0.36279802069275746,0.010602120424084815,0.5355697384806977,0.46328671328671334,0.5408618127786031,0.4927685950413192,0.4166666666666714,0.6352583586626146,0.0,0.011697121261755039,0.0
2024-01-01 02:00:00,0.34188034188034244,0.010248203486851237,0.4793742216687429,0.5113636363636331,0.5170876671619613,0.5185950413223139,0.4114583333333286,0.6861702127659584,0.0,0.021149098346902706,0.0
2024-01-01 03:00:00,0.26090868196131467,0.007509194146521597,0.416251556662516,0.5515734265734267,0.5182763744427934,0.5681818181818166,0.4296875,0.664703647416415,0.0,0.021149098346902706,0.0
2024-01-01 04:00:00,0.2210976158344593,0.008555557265299218,0.3263542963885433,0.5515734265734267,0.60445765230312,0.6425619834710758,0.3125000000000071,0.6244300911854097,0.0,0.04483097499980021,0.0
2024-01-01 05:00:00,0.1635177687809275,0.006955237201286407,0.23505603985056034,0.5795454545454604,0.526002971768202,0.6394628099173545,0.2213541666666714,0.5623100303951372,0.0,0.05445872849735134,0.0
2024-01-01 06:00:00,0.2780026990553317,0.9021804360872174,0.17278953922789597,0.6704545454545467,0.47845468053491835,0.5495867768595062,0.1927083333333286,0.5851063829787222,0.251135102411462,0.03982134724630265,0.139736
2024-01-01 07:00:00,0.33850652271704895,0.9059581146998628,0.1499066002490661,0.6337412587412601,0.5580980683506676,0.5247933884297531,0.21875,0.5269756838905764,0.2757037634951064,0.045070670107623056,0.148442
2024-01-01 08:00:00,0.4158794421952319,0.9195454475510487,0.2773972602739736,0.6923076923076934,0.6136701337295696,0.5247933884297531,0.2161458333333286,0.6363981762917934,0.20098880032287358,0.03510734345911998,0.123432
2024-01-01 09:00:00,0.4568151147098529,0.907804637850647,0.2595734744707361,0.6826923076923137,0.5895988112927188,0.4080578512396684,0.3203125000000071,0.5606003039513681,0.2264655433356877,0.053428039533713056,0.137413
2024-01-01 10:00:00,0.38641475483580834,0.880853093695662,0.2819894146948947,0.637237762237767,0.6344725111441303,0.4979338842975203,0.3203125000000071,0.5784574468085104,0.2297951770759762,0.0,0.118673
